"year","lifehistory","iteration","Rest","SigmaR","Fscen","variable","true"
24,"short_fast",1,"om","Deterministic","F1","LN_R0",10
24,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
24,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
24,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
25,"short_fast",1,"om","Deterministic","F1","SSB",83994.8
25,"short_fast",1,"om","Deterministic","F1","Recruit",21893.5
25,"short_fast",1,"om","Deterministic","F1","SPR",0.9366661
25,"short_fast",1,"om","Deterministic","F1","F",0.00806256
25,"short_fast",1,"om","Deterministic","F1","Depletion",0.946758
25,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
25,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
25,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
25,"short_fast",1,"om","Deterministic","F1","LN_R0",10
25,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
25,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
25,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
26,"short_fast",1,"om","Deterministic","F1","SSB",83790.8
26,"short_fast",1,"om","Deterministic","F1","Recruit",21887.5
26,"short_fast",1,"om","Deterministic","F1","SPR",0.9366661
26,"short_fast",1,"om","Deterministic","F1","F",0.00806285
26,"short_fast",1,"om","Deterministic","F1","Depletion",0.944458
26,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
26,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
26,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
26,"short_fast",1,"om","Deterministic","F1","LN_R0",10
26,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
26,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
26,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
27,"short_fast",1,"om","Deterministic","F1","SSB",83610.1
27,"short_fast",1,"om","Deterministic","F1","Recruit",21882.1
27,"short_fast",1,"om","Deterministic","F1","SPR",0.860996
27,"short_fast",1,"om","Deterministic","F1","F",0.0188062
27,"short_fast",1,"om","Deterministic","F1","Depletion",0.942421
27,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
27,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
27,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
27,"short_fast",1,"om","Deterministic","F1","LN_R0",10
27,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
27,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
27,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
28,"short_fast",1,"om","Deterministic","F1","SSB",82539.8
28,"short_fast",1,"om","Deterministic","F1","Recruit",21850.1
28,"short_fast",1,"om","Deterministic","F1","SPR",0.794538
28,"short_fast",1,"om","Deterministic","F1","F",0.0294347
28,"short_fast",1,"om","Deterministic","F1","Depletion",0.930357
28,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
28,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
28,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
28,"short_fast",1,"om","Deterministic","F1","LN_R0",10
28,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
28,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
28,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
29,"short_fast",1,"om","Deterministic","F1","SSB",80660.1
29,"short_fast",1,"om","Deterministic","F1","Recruit",21792.1
29,"short_fast",1,"om","Deterministic","F1","SPR",0.735806
29,"short_fast",1,"om","Deterministic","F1","F",0.0399507
29,"short_fast",1,"om","Deterministic","F1","Depletion",0.90917
29,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
29,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
29,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
29,"short_fast",1,"om","Deterministic","F1","LN_R0",10
29,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
29,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
29,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
30,"short_fast",1,"om","Deterministic","F1","SSB",78093.5
30,"short_fast",1,"om","Deterministic","F1","Recruit",21708.9
30,"short_fast",1,"om","Deterministic","F1","SPR",0.683611
30,"short_fast",1,"om","Deterministic","F1","F",0.0503591
30,"short_fast",1,"om","Deterministic","F1","Depletion",0.88024
30,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
30,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
30,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
30,"short_fast",1,"om","Deterministic","F1","LN_R0",10
30,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
30,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
30,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
31,"short_fast",1,"om","Deterministic","F1","SSB",74984.1
31,"short_fast",1,"om","Deterministic","F1","Recruit",21601.4
31,"short_fast",1,"om","Deterministic","F1","SPR",0.636989
31,"short_fast",1,"om","Deterministic","F1","F",0.060666
31,"short_fast",1,"om","Deterministic","F1","Depletion",0.845192
31,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
31,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
31,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
31,"short_fast",1,"om","Deterministic","F1","LN_R0",10
31,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
31,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
31,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
32,"short_fast",1,"om","Deterministic","F1","SSB",71479.6
32,"short_fast",1,"om","Deterministic","F1","Recruit",21470.6
32,"short_fast",1,"om","Deterministic","F1","SPR",0.595152
32,"short_fast",1,"om","Deterministic","F1","F",0.0708777
32,"short_fast",1,"om","Deterministic","F1","Depletion",0.80569
32,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
32,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
32,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
32,"short_fast",1,"om","Deterministic","F1","LN_R0",10
32,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
32,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
32,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
33,"short_fast",1,"om","Deterministic","F1","SSB",67719.5
33,"short_fast",1,"om","Deterministic","F1","Recruit",21317.1
33,"short_fast",1,"om","Deterministic","F1","SPR",0.55745
33,"short_fast",1,"om","Deterministic","F1","F",0.0809998
33,"short_fast",1,"om","Deterministic","F1","Depletion",0.763308
33,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
33,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
33,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
33,"short_fast",1,"om","Deterministic","F1","LN_R0",10
33,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
33,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
33,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
34,"short_fast",1,"om","Deterministic","F1","SSB",63827.4
34,"short_fast",1,"om","Deterministic","F1","Recruit",21142
34,"short_fast",1,"om","Deterministic","F1","SPR",0.523341
34,"short_fast",1,"om","Deterministic","F1","F",0.091037
34,"short_fast",1,"om","Deterministic","F1","Depletion",0.719438
34,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
34,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
34,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
34,"short_fast",1,"om","Deterministic","F1","LN_R0",10
34,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
34,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
34,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
35,"short_fast",1,"om","Deterministic","F1","SSB",59907.1
35,"short_fast",1,"om","Deterministic","F1","Recruit",20946
35,"short_fast",1,"om","Deterministic","F1","SPR",0.492372
35,"short_fast",1,"om","Deterministic","F1","F",0.100993
35,"short_fast",1,"om","Deterministic","F1","Depletion",0.67525
35,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
35,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
35,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
35,"short_fast",1,"om","Deterministic","F1","LN_R0",10
35,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
35,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
35,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
36,"short_fast",1,"om","Deterministic","F1","SSB",56041.4
36,"short_fast",1,"om","Deterministic","F1","Recruit",20730.3
36,"short_fast",1,"om","Deterministic","F1","SPR",0.464161
36,"short_fast",1,"om","Deterministic","F1","F",0.11087
36,"short_fast",1,"om","Deterministic","F1","Depletion",0.631677
36,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
36,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
36,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
36,"short_fast",1,"om","Deterministic","F1","LN_R0",10
36,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
36,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
36,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
37,"short_fast",1,"om","Deterministic","F1","SSB",52292.9
37,"short_fast",1,"om","Deterministic","F1","Recruit",20495.7
37,"short_fast",1,"om","Deterministic","F1","SPR",0.438382
37,"short_fast",1,"om","Deterministic","F1","F",0.120671
37,"short_fast",1,"om","Deterministic","F1","Depletion",0.589426
37,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
37,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
37,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
37,"short_fast",1,"om","Deterministic","F1","LN_R0",10
37,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
37,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
37,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
38,"short_fast",1,"om","Deterministic","F1","SSB",48706.2
38,"short_fast",1,"om","Deterministic","F1","Recruit",20243.6
38,"short_fast",1,"om","Deterministic","F1","SPR",0.414758
38,"short_fast",1,"om","Deterministic","F1","F",0.130395
38,"short_fast",1,"om","Deterministic","F1","Depletion",0.548998
38,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
38,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
38,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
38,"short_fast",1,"om","Deterministic","F1","LN_R0",10
38,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
38,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
38,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
39,"short_fast",1,"om","Deterministic","F1","SSB",45310.1
39,"short_fast",1,"om","Deterministic","F1","Recruit",19975
39,"short_fast",1,"om","Deterministic","F1","SPR",0.393051
39,"short_fast",1,"om","Deterministic","F1","F",0.140043
39,"short_fast",1,"om","Deterministic","F1","Depletion",0.510718
39,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
39,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
39,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
39,"short_fast",1,"om","Deterministic","F1","LN_R0",10
39,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
39,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
39,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
40,"short_fast",1,"om","Deterministic","F1","SSB",42120.6
40,"short_fast",1,"om","Deterministic","F1","Recruit",19691.3
40,"short_fast",1,"om","Deterministic","F1","SPR",0.373055
40,"short_fast",1,"om","Deterministic","F1","F",0.149615
40,"short_fast",1,"om","Deterministic","F1","Depletion",0.474768
40,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
40,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
40,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
40,"short_fast",1,"om","Deterministic","F1","LN_R0",10
40,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
40,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
40,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
41,"short_fast",1,"om","Deterministic","F1","SSB",39143.9
41,"short_fast",1,"om","Deterministic","F1","Recruit",19393.8
41,"short_fast",1,"om","Deterministic","F1","SPR",0.354591
41,"short_fast",1,"om","Deterministic","F1","F",0.159109
41,"short_fast",1,"om","Deterministic","F1","Depletion",0.441215
41,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
41,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
41,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
41,"short_fast",1,"om","Deterministic","F1","LN_R0",10
41,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
41,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
41,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
42,"short_fast",1,"om","Deterministic","F1","SSB",36378.5
42,"short_fast",1,"om","Deterministic","F1","Recruit",19083.6
42,"short_fast",1,"om","Deterministic","F1","SPR",0.337504
42,"short_fast",1,"om","Deterministic","F1","F",0.168525
42,"short_fast",1,"om","Deterministic","F1","Depletion",0.410044
42,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
42,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
42,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
42,"short_fast",1,"om","Deterministic","F1","LN_R0",10
42,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
42,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
42,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
43,"short_fast",1,"om","Deterministic","F1","SSB",33817.8
43,"short_fast",1,"om","Deterministic","F1","Recruit",18762
43,"short_fast",1,"om","Deterministic","F1","SPR",0.321658
43,"short_fast",1,"om","Deterministic","F1","F",0.177861
43,"short_fast",1,"om","Deterministic","F1","Depletion",0.381181
43,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
43,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
43,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
43,"short_fast",1,"om","Deterministic","F1","LN_R0",10
43,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
43,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
43,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
44,"short_fast",1,"om","Deterministic","F1","SSB",31451.6
44,"short_fast",1,"om","Deterministic","F1","Recruit",18430
44,"short_fast",1,"om","Deterministic","F1","SPR",0.306934
44,"short_fast",1,"om","Deterministic","F1","F",0.187116
44,"short_fast",1,"om","Deterministic","F1","Depletion",0.354511
44,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
44,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
44,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
44,"short_fast",1,"om","Deterministic","F1","LN_R0",10
44,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
44,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
44,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
45,"short_fast",1,"om","Deterministic","F1","SSB",29267.9
45,"short_fast",1,"om","Deterministic","F1","Recruit",18088.7
45,"short_fast",1,"om","Deterministic","F1","SPR",0.293227
45,"short_fast",1,"om","Deterministic","F1","F",0.196289
45,"short_fast",1,"om","Deterministic","F1","Depletion",0.329897
45,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
45,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
45,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
45,"short_fast",1,"om","Deterministic","F1","LN_R0",10
45,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
45,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
45,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
46,"short_fast",1,"om","Deterministic","F1","SSB",27253.5
46,"short_fast",1,"om","Deterministic","F1","Recruit",17738.9
46,"short_fast",1,"om","Deterministic","F1","SPR",0.280444
46,"short_fast",1,"om","Deterministic","F1","F",0.205379
46,"short_fast",1,"om","Deterministic","F1","Depletion",0.30719
46,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
46,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
46,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
46,"short_fast",1,"om","Deterministic","F1","LN_R0",10
46,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
46,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
46,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
47,"short_fast",1,"om","Deterministic","F1","SSB",25394.9
47,"short_fast",1,"om","Deterministic","F1","Recruit",17381.6
47,"short_fast",1,"om","Deterministic","F1","SPR",0.268502
47,"short_fast",1,"om","Deterministic","F1","F",0.214385
47,"short_fast",1,"om","Deterministic","F1","Depletion",0.286241
47,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
47,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
47,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
47,"short_fast",1,"om","Deterministic","F1","LN_R0",10
47,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
47,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
47,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
48,"short_fast",1,"om","Deterministic","F1","SSB",23679.2
48,"short_fast",1,"om","Deterministic","F1","Recruit",17017.4
48,"short_fast",1,"om","Deterministic","F1","SPR",0.257329
48,"short_fast",1,"om","Deterministic","F1","F",0.223308
48,"short_fast",1,"om","Deterministic","F1","Depletion",0.266902
48,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
48,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
48,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
48,"short_fast",1,"om","Deterministic","F1","LN_R0",10
48,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
48,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
48,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
49,"short_fast",1,"om","Deterministic","F1","SSB",22093.8
49,"short_fast",1,"om","Deterministic","F1","Recruit",16646.9
49,"short_fast",1,"om","Deterministic","F1","SPR",0.246858
49,"short_fast",1,"om","Deterministic","F1","F",0.232147
49,"short_fast",1,"om","Deterministic","F1","Depletion",0.249033
49,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
49,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
49,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
49,"short_fast",1,"om","Deterministic","F1","LN_R0",10
49,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
49,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
49,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
50,"short_fast",1,"om","Deterministic","F1","SSB",20627.3
50,"short_fast",1,"om","Deterministic","F1","Recruit",16270.8
50,"short_fast",1,"om","Deterministic","F1","SPR",0.237031
50,"short_fast",1,"om","Deterministic","F1","F",0.240902
50,"short_fast",1,"om","Deterministic","F1","Depletion",0.232503
50,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
50,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
50,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
50,"short_fast",1,"om","Deterministic","F1","LN_R0",10
50,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
50,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
50,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
51,"short_fast",1,"om","Deterministic","F1","SSB",19268.9
