"year","lifehistory","iteration","Rest","SigmaR","Fscen","variable","true"
84,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
84,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
84,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
84,"short_fast",1,"om","Deterministic","F1","LN_R0",10
84,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
84,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
84,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
85,"short_fast",1,"om","Deterministic","F1","SSB",31960.3
85,"short_fast",1,"om","Deterministic","F1","Recruit",18504.5
85,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
85,"short_fast",1,"om","Deterministic","F1","F",0.0939433
85,"short_fast",1,"om","Deterministic","F1","Depletion",0.360244
85,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
85,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
85,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
85,"short_fast",1,"om","Deterministic","F1","LN_R0",10
85,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
85,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
85,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
86,"short_fast",1,"om","Deterministic","F1","SSB",33131
86,"short_fast",1,"om","Deterministic","F1","Recruit",18669.3
86,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
86,"short_fast",1,"om","Deterministic","F1","F",0.0939017
86,"short_fast",1,"om","Deterministic","F1","Depletion",0.37344
86,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
86,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
86,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
86,"short_fast",1,"om","Deterministic","F1","LN_R0",10
86,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
86,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
86,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
87,"short_fast",1,"om","Deterministic","F1","SSB",34168.1
87,"short_fast",1,"om","Deterministic","F1","Recruit",18808.1
87,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
87,"short_fast",1,"om","Deterministic","F1","F",0.0938638
87,"short_fast",1,"om","Deterministic","F1","Depletion",0.38513
87,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
87,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
87,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
87,"short_fast",1,"om","Deterministic","F1","LN_R0",10
87,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
87,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
87,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
88,"short_fast",1,"om","Deterministic","F1","SSB",35081.1
88,"short_fast",1,"om","Deterministic","F1","Recruit",18925.1
88,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
88,"short_fast",1,"om","Deterministic","F1","F",0.0938296
88,"short_fast",1,"om","Deterministic","F1","Depletion",0.395421
88,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
88,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
88,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
88,"short_fast",1,"om","Deterministic","F1","LN_R0",10
88,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
88,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
88,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
89,"short_fast",1,"om","Deterministic","F1","SSB",35880.4
89,"short_fast",1,"om","Deterministic","F1","Recruit",19023.8
89,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
89,"short_fast",1,"om","Deterministic","F1","F",0.0937989
89,"short_fast",1,"om","Deterministic","F1","Depletion",0.40443
89,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
89,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
89,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
89,"short_fast",1,"om","Deterministic","F1","LN_R0",10
89,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
89,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
89,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
90,"short_fast",1,"om","Deterministic","F1","SSB",36576.6
90,"short_fast",1,"om","Deterministic","F1","Recruit",19107
90,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
90,"short_fast",1,"om","Deterministic","F1","F",0.0937717
90,"short_fast",1,"om","Deterministic","F1","Depletion",0.412278
90,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
90,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
90,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
90,"short_fast",1,"om","Deterministic","F1","LN_R0",10
90,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
90,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
90,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
91,"short_fast",1,"om","Deterministic","F1","SSB",37180.6
91,"short_fast",1,"om","Deterministic","F1","Recruit",19177.3
91,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
91,"short_fast",1,"om","Deterministic","F1","F",0.0937477
91,"short_fast",1,"om","Deterministic","F1","Depletion",0.419086
91,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
91,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
91,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
91,"short_fast",1,"om","Deterministic","F1","LN_R0",10
91,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
91,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
91,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
92,"short_fast",1,"om","Deterministic","F1","SSB",37702.7
92,"short_fast",1,"om","Deterministic","F1","Recruit",19236.6
92,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
92,"short_fast",1,"om","Deterministic","F1","F",0.0937267
92,"short_fast",1,"om","Deterministic","F1","Depletion",0.424971
92,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
92,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
92,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
92,"short_fast",1,"om","Deterministic","F1","LN_R0",10
92,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
92,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
92,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
93,"short_fast",1,"om","Deterministic","F1","SSB",38152.7
93,"short_fast",1,"om","Deterministic","F1","Recruit",19286.6
93,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
93,"short_fast",1,"om","Deterministic","F1","F",0.0937083
93,"short_fast",1,"om","Deterministic","F1","Depletion",0.430042
93,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
93,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
93,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
93,"short_fast",1,"om","Deterministic","F1","LN_R0",10
93,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
93,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
93,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
94,"short_fast",1,"om","Deterministic","F1","SSB",38539.4
94,"short_fast",1,"om","Deterministic","F1","Recruit",19329
94,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
94,"short_fast",1,"om","Deterministic","F1","F",0.0936924
94,"short_fast",1,"om","Deterministic","F1","Depletion",0.434402
94,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
94,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
94,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
94,"short_fast",1,"om","Deterministic","F1","LN_R0",10
94,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
94,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
94,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
95,"short_fast",1,"om","Deterministic","F1","SSB",38871.1
95,"short_fast",1,"om","Deterministic","F1","Recruit",19364.7
95,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
95,"short_fast",1,"om","Deterministic","F1","F",0.0936787
95,"short_fast",1,"om","Deterministic","F1","Depletion",0.43814
95,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
95,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
95,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
95,"short_fast",1,"om","Deterministic","F1","LN_R0",10
95,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
95,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
95,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
96,"short_fast",1,"om","Deterministic","F1","SSB",39155
96,"short_fast",1,"om","Deterministic","F1","Recruit",19395
96,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
96,"short_fast",1,"om","Deterministic","F1","F",0.0936668
96,"short_fast",1,"om","Deterministic","F1","Depletion",0.44134
96,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
96,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
96,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
96,"short_fast",1,"om","Deterministic","F1","LN_R0",10
96,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
96,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
96,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
97,"short_fast",1,"om","Deterministic","F1","SSB",39397.6
97,"short_fast",1,"om","Deterministic","F1","Recruit",19420.5
97,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
97,"short_fast",1,"om","Deterministic","F1","F",0.0936567
97,"short_fast",1,"om","Deterministic","F1","Depletion",0.444075
97,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
97,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
97,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
97,"short_fast",1,"om","Deterministic","F1","LN_R0",10
97,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
97,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
97,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
98,"short_fast",1,"om","Deterministic","F1","SSB",39604.7
98,"short_fast",1,"om","Deterministic","F1","Recruit",19442.1
98,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
98,"short_fast",1,"om","Deterministic","F1","F",0.0936479
98,"short_fast",1,"om","Deterministic","F1","Depletion",0.446409
98,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
98,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
98,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
98,"short_fast",1,"om","Deterministic","F1","LN_R0",10
98,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
98,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
98,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
99,"short_fast",1,"om","Deterministic","F1","SSB",39781.2
99,"short_fast",1,"om","Deterministic","F1","Recruit",19460.4
99,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
99,"short_fast",1,"om","Deterministic","F1","F",0.0936405
99,"short_fast",1,"om","Deterministic","F1","Depletion",0.448398
99,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
99,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
99,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
99,"short_fast",1,"om","Deterministic","F1","LN_R0",10
99,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
99,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
99,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
100,"short_fast",1,"om","Deterministic","F1","SSB",39931.5
100,"short_fast",1,"om","Deterministic","F1","Recruit",19475.9
100,"short_fast",1,"om","Deterministic","F1","SPR",0.517563
100,"short_fast",1,"om","Deterministic","F1","F",0.0936341
100,"short_fast",1,"om","Deterministic","F1","Depletion",0.450093
100,"short_fast",1,"om","Deterministic","F1","SSBmsy",26407.4
100,"short_fast",1,"om","Deterministic","F1","MSY",5132.7
100,"short_fast",1,"om","Deterministic","F1","Fmsy",0.15084
100,"short_fast",1,"om","Deterministic","F1","LN_R0",10
100,"short_fast",1,"om","Deterministic","F1","Selex_peak",42
100,"short_fast",1,"om","Deterministic","F1","Selex_shape",5.1
100,"short_fast",1,"om","Deterministic","F1","SSB0",44359.2
1,"long_slow",1,"om","Deterministic","F1","SSB",87310.7
1,"long_slow",1,"om","Deterministic","F1","Recruit",22026.5
1,"long_slow",1,"om","Deterministic","F1","SPR",0.9864976
1,"long_slow",1,"om","Deterministic","F1","F",0.000709884
1,"long_slow",1,"om","Deterministic","F1","Depletion",1
1,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
1,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
1,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
1,"long_slow",1,"om","Deterministic","F1","LN_R0",10
1,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
1,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
1,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
2,"long_slow",1,"om","Deterministic","F1","SSB",87244.3
2,"long_slow",1,"om","Deterministic","F1","Recruit",22023.6
2,"long_slow",1,"om","Deterministic","F1","SPR",0.9842748
2,"long_slow",1,"om","Deterministic","F1","F",0.000828111
2,"long_slow",1,"om","Deterministic","F1","Depletion",0.99924
2,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
2,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
2,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
2,"long_slow",1,"om","Deterministic","F1","LN_R0",10
2,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
2,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
2,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
3,"long_slow",1,"om","Deterministic","F1","SSB",87168.3
3,"long_slow",1,"om","Deterministic","F1","Recruit",22021.5
3,"long_slow",1,"om","Deterministic","F1","SPR",0.9820598
3,"long_slow",1,"om","Deterministic","F1","F",0.000946303
3,"long_slow",1,"om","Deterministic","F1","Depletion",0.998369
3,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
3,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
3,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
3,"long_slow",1,"om","Deterministic","F1","LN_R0",10
3,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
3,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
3,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
4,"long_slow",1,"om","Deterministic","F1","SSB",87083
4,"long_slow",1,"om","Deterministic","F1","Recruit",22019.2
4,"long_slow",1,"om","Deterministic","F1","SPR",0.9798525
4,"long_slow",1,"om","Deterministic","F1","F",0.00106446
4,"long_slow",1,"om","Deterministic","F1","Depletion",0.997392
4,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
4,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
4,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
4,"long_slow",1,"om","Deterministic","F1","LN_R0",10
4,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
4,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
4,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
5,"long_slow",1,"om","Deterministic","F1","SSB",86988.9
5,"long_slow",1,"om","Deterministic","F1","Recruit",22016.6
5,"long_slow",1,"om","Deterministic","F1","SPR",0.9776529
5,"long_slow",1,"om","Deterministic","F1","F",0.00118257
5,"long_slow",1,"om","Deterministic","F1","Depletion",0.996315
5,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
5,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
5,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
5,"long_slow",1,"om","Deterministic","F1","LN_R0",10
5,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
5,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
5,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
6,"long_slow",1,"om","Deterministic","F1","SSB",86886.6
6,"long_slow",1,"om","Deterministic","F1","Recruit",22013.9
6,"long_slow",1,"om","Deterministic","F1","SPR",0.9754609
6,"long_slow",1,"om","Deterministic","F1","F",0.00130065
6,"long_slow",1,"om","Deterministic","F1","Depletion",0.995144
6,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
6,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
6,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
6,"long_slow",1,"om","Deterministic","F1","LN_R0",10
6,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
6,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
6,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
7,"long_slow",1,"om","Deterministic","F1","SSB",86776.8
7,"long_slow",1,"om","Deterministic","F1","Recruit",22010.9
7,"long_slow",1,"om","Deterministic","F1","SPR",0.9732766
7,"long_slow",1,"om","Deterministic","F1","F",0.00141868
7,"long_slow",1,"om","Deterministic","F1","Depletion",0.993885
7,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
7,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
7,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
7,"long_slow",1,"om","Deterministic","F1","LN_R0",10
7,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
7,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
7,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
8,"long_slow",1,"om","Deterministic","F1","SSB",86659.9
8,"long_slow",1,"om","Deterministic","F1","Recruit",22007.7
8,"long_slow",1,"om","Deterministic","F1","SPR",0.9710999
8,"long_slow",1,"om","Deterministic","F1","F",0.00153667
8,"long_slow",1,"om","Deterministic","F1","Depletion",0.992546
8,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
8,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
8,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
8,"long_slow",1,"om","Deterministic","F1","LN_R0",10
8,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
8,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
8,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
9,"long_slow",1,"om","Deterministic","F1","SSB",86536.4
9,"long_slow",1,"om","Deterministic","F1","Recruit",22004.3
9,"long_slow",1,"om","Deterministic","F1","SPR",0.9689307
9,"long_slow",1,"om","Deterministic","F1","F",0.00165462
9,"long_slow",1,"om","Deterministic","F1","Depletion",0.991133
9,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
9,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
9,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
9,"long_slow",1,"om","Deterministic","F1","LN_R0",10
9,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
9,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
9,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
10,"long_slow",1,"om","Deterministic","F1","SSB",86407
10,"long_slow",1,"om","Deterministic","F1","Recruit",22000.7
10,"long_slow",1,"om","Deterministic","F1","SPR",0.9667691
10,"long_slow",1,"om","Deterministic","F1","F",0.00177252
10,"long_slow",1,"om","Deterministic","F1","Depletion",0.989651
10,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
10,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
10,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
10,"long_slow",1,"om","Deterministic","F1","LN_R0",10
10,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
10,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
10,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
11,"long_slow",1,"om","Deterministic","F1","SSB",86272.1
11,"long_slow",1,"om","Deterministic","F1","Recruit",21997
11,"long_slow",1,"om","Deterministic","F1","SPR",0.9646149
11,"long_slow",1,"om","Deterministic","F1","F",0.00189038
11,"long_slow",1,"om","Deterministic","F1","Depletion",0.988105
11,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
11,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
11,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
11,"long_slow",1,"om","Deterministic","F1","LN_R0",10
11,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
11,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
11,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
12,"long_slow",1,"om","Deterministic","F1","SSB",86132.1
12,"long_slow",1,"om","Deterministic","F1","Recruit",21993.1
12,"long_slow",1,"om","Deterministic","F1","SPR",0.9624682
12,"long_slow",1,"om","Deterministic","F1","F",0.00200819
12,"long_slow",1,"om","Deterministic","F1","Depletion",0.986502
12,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
12,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
12,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
12,"long_slow",1,"om","Deterministic","F1","LN_R0",10
12,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
12,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
12,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
13,"long_slow",1,"om","Deterministic","F1","SSB",85987.4
13,"long_slow",1,"om","Deterministic","F1","Recruit",21989.1
13,"long_slow",1,"om","Deterministic","F1","SPR",0.9603289
13,"long_slow",1,"om","Deterministic","F1","F",0.00212596
13,"long_slow",1,"om","Deterministic","F1","Depletion",0.984845
13,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
13,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
13,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
13,"long_slow",1,"om","Deterministic","F1","LN_R0",10
13,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
13,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
13,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
14,"long_slow",1,"om","Deterministic","F1","SSB",85838.4
14,"long_slow",1,"om","Deterministic","F1","Recruit",21985
14,"long_slow",1,"om","Deterministic","F1","SPR",0.958197
14,"long_slow",1,"om","Deterministic","F1","F",0.00224368
14,"long_slow",1,"om","Deterministic","F1","Depletion",0.983138
14,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
14,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
14,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
14,"long_slow",1,"om","Deterministic","F1","LN_R0",10
14,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
14,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
14,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
15,"long_slow",1,"om","Deterministic","F1","SSB",85685.4
15,"long_slow",1,"om","Deterministic","F1","Recruit",21980.7
15,"long_slow",1,"om","Deterministic","F1","SPR",0.9560724
15,"long_slow",1,"om","Deterministic","F1","F",0.00236135
15,"long_slow",1,"om","Deterministic","F1","Depletion",0.981385
15,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
15,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
15,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
15,"long_slow",1,"om","Deterministic","F1","LN_R0",10
15,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
15,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
15,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
16,"long_slow",1,"om","Deterministic","F1","SSB",85528.6
16,"long_slow",1,"om","Deterministic","F1","Recruit",21976.3
16,"long_slow",1,"om","Deterministic","F1","SPR",0.9539551
16,"long_slow",1,"om","Deterministic","F1","F",0.00247898
16,"long_slow",1,"om","Deterministic","F1","Depletion",0.97959
16,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
16,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
16,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
16,"long_slow",1,"om","Deterministic","F1","LN_R0",10
16,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
16,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
16,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
17,"long_slow",1,"om","Deterministic","F1","SSB",85368.5
17,"long_slow",1,"om","Deterministic","F1","Recruit",21971.8
17,"long_slow",1,"om","Deterministic","F1","SPR",0.9518452
17,"long_slow",1,"om","Deterministic","F1","F",0.00259655
17,"long_slow",1,"om","Deterministic","F1","Depletion",0.977756
17,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
17,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
17,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
17,"long_slow",1,"om","Deterministic","F1","LN_R0",10
17,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
17,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
17,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
18,"long_slow",1,"om","Deterministic","F1","SSB",85205.2
18,"long_slow",1,"om","Deterministic","F1","Recruit",21967.2
18,"long_slow",1,"om","Deterministic","F1","SPR",0.9497424
18,"long_slow",1,"om","Deterministic","F1","F",0.00271408
18,"long_slow",1,"om","Deterministic","F1","Depletion",0.975886
18,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
18,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
18,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
18,"long_slow",1,"om","Deterministic","F1","LN_R0",10
18,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
18,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
18,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
19,"long_slow",1,"om","Deterministic","F1","SSB",85039.1
19,"long_slow",1,"om","Deterministic","F1","Recruit",21962.5
19,"long_slow",1,"om","Deterministic","F1","SPR",0.9476469
19,"long_slow",1,"om","Deterministic","F1","F",0.00283156
19,"long_slow",1,"om","Deterministic","F1","Depletion",0.973983
19,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
19,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
19,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
19,"long_slow",1,"om","Deterministic","F1","LN_R0",10
19,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
19,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
19,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
20,"long_slow",1,"om","Deterministic","F1","SSB",84870.3
20,"long_slow",1,"om","Deterministic","F1","Recruit",21957.7
20,"long_slow",1,"om","Deterministic","F1","SPR",0.9455585
20,"long_slow",1,"om","Deterministic","F1","F",0.00294899
20,"long_slow",1,"om","Deterministic","F1","Depletion",0.97205
20,"long_slow",1,"om","Deterministic","F1","SSBmsy",25239
20,"long_slow",1,"om","Deterministic","F1","MSY",2497.69
20,"long_slow",1,"om","Deterministic","F1","Fmsy",0.0613923
20,"long_slow",1,"om","Deterministic","F1","LN_R0",10
20,"long_slow",1,"om","Deterministic","F1","Selex_peak",42
20,"long_slow",1,"om","Deterministic","F1","Selex_shape",5.1
20,"long_slow",1,"om","Deterministic","F1","SSB0",43655.35
21,"long_slow",1,"om","Deterministic","F1","SSB",84699.1
21,"long_slow",1,"om","Deterministic","F1","Recruit",21952.8
