"","lifehistory","Rest","SigmaR","Lyears","Nsamp","variable","year","mre","mare","pconverge"
"119","long_slow","R_biasadjusted","LowSigmaR","L20","N50","SSB",100,0.0296097921391148,0.158539852545537,1
"120","long_slow","R_biasadjusted","LowSigmaR","L20","N50","SSB0",100,0.00186861404157805,0.0425755377061459,1
"121","long_slow","R_biasadjusted","LowSigmaR","L20","N50","SSBmsy",100,0.00235944371805536,0.0447600935060818,1
"122","long_slow","R_biasadjusted","LowSigmaR","L75","N50","Depletion",100,0.131368889102744,0.161018892749962,1
"123","long_slow","R_biasadjusted","LowSigmaR","L75","N50","F",100,-0.113742282038052,0.146074425142307,1
"124","long_slow","R_biasadjusted","LowSigmaR","L75","N50","Fmsy",100,-0.00485810109736883,0.00493465792941454,1
"125","long_slow","R_biasadjusted","LowSigmaR","L75","N50","MSY",100,0.0212996809051564,0.0449014889758137,1
"126","long_slow","R_biasadjusted","LowSigmaR","L75","N50","Recruit",100,0.138032339325247,0.301166054109752,1
"127","long_slow","R_biasadjusted","LowSigmaR","L75","N50","Selex_peak",100,-0.0169654761904762,0.0169654761904762,1
"128","long_slow","R_biasadjusted","LowSigmaR","L75","N50","Selex_shape",100,-0.0104882352941176,0.0104882352941176,1
"129","long_slow","R_biasadjusted","LowSigmaR","L75","N50","SPR",100,0.0774636815294637,0.0923025674485882,1
"130","long_slow","R_biasadjusted","LowSigmaR","L75","N50","SSB",100,0.161698167144466,0.178823326296444,1
"131","long_slow","R_biasadjusted","LowSigmaR","L75","N50","SSB0",100,0.0256079724478214,0.0473034805585111,1
"132","long_slow","R_biasadjusted","LowSigmaR","L75","N50","SSBmsy",100,0.0258310551131186,0.0472918895360354,1
"133","long_slow","R_unadjusted","LowSigmaR","L1","N50","Depletion",100,-0.00184504291195314,0.371373228339521,1
"134","long_slow","R_unadjusted","LowSigmaR","L1","N50","F",100,-0.0383275938638743,0.413527898046758,1
"135","long_slow","R_unadjusted","LowSigmaR","L1","N50","Fmsy",100,0.0233514626427094,0.0459039651552393,1
"136","long_slow","R_unadjusted","LowSigmaR","L1","N50","MSY",100,0.130568645428376,0.130568645428376,1
"137","long_slow","R_unadjusted","LowSigmaR","L1","N50","Recruit",100,0.210570423988518,0.392135676178463,1
"138","long_slow","R_unadjusted","LowSigmaR","L1","N50","Selex_peak",100,-0.0145059523809525,0.0954857142857143,1
"139","long_slow","R_unadjusted","LowSigmaR","L1","N50","Selex_shape",100,-0.0455049019607842,0.0846970588235295,1
"140","long_slow","R_unadjusted","LowSigmaR","L1","N50","SPR",100,0.0523502845732974,0.23882931891076,1
"141","long_slow","R_unadjusted","LowSigmaR","L1","N50","SSB",100,0.0524406059327685,0.459539650687159,1
"142","long_slow","R_unadjusted","LowSigmaR","L1","N50","SSB0",100,0.0864916900219561,0.110286024507878,1
"143","long_slow","R_unadjusted","LowSigmaR","L1","N50","SSBmsy",100,0.0736677364396371,0.105010103411387,1
"144","long_slow","R_unadjusted","LowSigmaR","L10","N50","Depletion",100,-0.0656119363341009,0.145464360634437,1
"145","long_slow","R_unadjusted","LowSigmaR","L10","N50","F",100,-0.0241802512923239,0.158284392598817,1
"146","long_slow","R_unadjusted","LowSigmaR","L10","N50","Fmsy",100,0.0017404462774648,0.0190821976045857,1
"147","long_slow","R_unadjusted","LowSigmaR","L10","N50","MSY",100,0.103211367303388,0.103211367303388,1
"148","long_slow","R_unadjusted","LowSigmaR","L10","N50","Recruit",100,0.234885887960637,0.300667713659438,1
"149","long_slow","R_unadjusted","LowSigmaR","L10","N50","Selex_peak",100,-0.00202261904761903,0.0493190476190475,1
"150","long_slow","R_unadjusted","LowSigmaR","L10","N50","Selex_shape",100,8.52941176471387e-05,0.0348764705882354,1
"151","long_slow","R_unadjusted","LowSigmaR","L10","N50","SPR",100,0.0182388293189109,0.0919910697440413,1
"152","long_slow","R_unadjusted","LowSigmaR","L10","N50","SSB",100,0.0225995587260777,0.200609120869309,1
"153","long_slow","R_unadjusted","LowSigmaR","L10","N50","SSB0",100,0.10032676407359,0.10032676407359,1
"154","long_slow","R_unadjusted","LowSigmaR","L10","N50","SSBmsy",100,0.0984428860097468,0.0984428860097468,1
"155","long_slow","R_unadjusted","LowSigmaR","L20","N50","Depletion",100,-0.0497450992910282,0.146063772013868,1
"156","long_slow","R_unadjusted","LowSigmaR","L20","N50","F",100,-0.00395607596906061,0.143445708878235,1
"157","long_slow","R_unadjusted","LowSigmaR","L20","N50","Fmsy",100,0.00598283498093411,0.0101274915583876,1
"158","long_slow","R_unadjusted","LowSigmaR","L20","N50","MSY",100,0.0905096308989506,0.0905096308989506,1
"159","long_slow","R_unadjusted","LowSigmaR","L20","N50","Recruit",100,0.195806115365122,0.299169298064245,1
"160","long_slow","R_unadjusted","LowSigmaR","L20","N50","Selex_peak",100,-0.00611547619047619,0.0184809523809524,1
"161","long_slow","R_unadjusted","LowSigmaR","L20","N50","Selex_shape",100,-0.010978431372549,0.023,1
"162","long_slow","R_unadjusted","LowSigmaR","L20","N50","SPR",100,0.00484442802339486,0.0878983633104836,1
"163","long_slow","R_unadjusted","LowSigmaR","L20","N50","SSB",100,0.0178977164528198,0.152650165958061,1
"164","long_slow","R_unadjusted","LowSigmaR","L20","N50","SSB0",100,0.0843384602345417,0.0843384602345417,1
"165","long_slow","R_unadjusted","LowSigmaR","L20","N50","SSBmsy",100,0.0844526328301438,0.0844526328301438,1
"166","long_slow","R_unadjusted","LowSigmaR","L75","N50","Depletion",100,0.031485555057531,0.102865702353048,1
"167","long_slow","R_unadjusted","LowSigmaR","L75","N50","F",100,-0.0867234951592966,0.127724876749835,1
"168","long_slow","R_unadjusted","LowSigmaR","L75","N50","Fmsy",100,-0.00509347263419021,0.00521482335732648,1
"169","long_slow","R_unadjusted","LowSigmaR","L75","N50","MSY",100,0.083148829518475,0.083148829518475,1
"170","long_slow","R_unadjusted","LowSigmaR","L75","N50","Recruit",100,0.185051214494976,0.315065464986527,1
"171","long_slow","R_unadjusted","LowSigmaR","L75","N50","Selex_peak",100,-0.017327380952381,0.017327380952381,1
"172","long_slow","R_unadjusted","LowSigmaR","L75","N50","Selex_shape",100,-0.0106088235294116,0.0106088235294116,1
"173","long_slow","R_unadjusted","LowSigmaR","L75","N50","SPR",100,0.0567603845670084,0.0861836519715741,1
"174","long_slow","R_unadjusted","LowSigmaR","L75","N50","SSB",100,0.119792598594654,0.158304638665647,1
"175","long_slow","R_unadjusted","LowSigmaR","L75","N50","SSB0",100,0.0885424123274696,0.0885424123274696,1
"176","long_slow","R_unadjusted","LowSigmaR","L75","N50","SSBmsy",100,0.0891635960220294,0.0891635960220294,1
"177","short_fast","R_biasadjusted","LowSigmaR","L1","N50","Depletion",100,0.304886447010168,0.46160553318394,1
"178","short_fast","R_biasadjusted","LowSigmaR","L1","N50","F",100,-0.353377161980948,0.517525434506147,1
"179","short_fast","R_biasadjusted","LowSigmaR","L1","N50","Fmsy",100,-0.0693847785733227,0.0921439936356404,1
"180","short_fast","R_biasadjusted","LowSigmaR","L1","N50","MSY",100,0.135215383716173,0.139166520544743,1
"181","short_fast","R_biasadjusted","LowSigmaR","L1","N50","Recruit",100,0.538587281615478,0.601640950699777,1
"182","short_fast","R_biasadjusted","LowSigmaR","L1","N50","Selex_peak",100,-0.22937619047619,0.312814285714286,1
"183","short_fast","R_biasadjusted","LowSigmaR","L1","N50","Selex_shape",100,-0.196498039215686,0.278421568627451,1
"184","short_fast","R_biasadjusted","LowSigmaR","L1","N50","SPR",100,0.201442143275311,0.336333934226365,1
"185","short_fast","R_biasadjusted","LowSigmaR","L1","N50","SSB",100,0.637175561851283,0.732012822836295,1
"186","short_fast","R_biasadjusted","LowSigmaR","L1","N50","SSB0",100,0.226881909502426,0.247441342494905,1
"187","short_fast","R_biasadjusted","LowSigmaR","L1","N50","SSBmsy",100,0.251732468929164,0.274358702484909,1
"188","short_fast","R_biasadjusted","LowSigmaR","L10","N50","Depletion",100,-0.0554013011286033,0.190918992856781,1
"189","short_fast","R_biasadjusted","LowSigmaR","L10","N50","F",100,-0.00401887676678775,0.238171261147587,1
"190","short_fast","R_biasadjusted","LowSigmaR","L10","N50","Fmsy",100,0.000424290639087831,0.0081742243436755,1
"191","short_fast","R_biasadjusted","LowSigmaR","L10","N50","MSY",100,0.0164708632883278,0.0540943363142205,1
"192","short_fast","R_biasadjusted","LowSigmaR","L10","N50","Recruit",100,0.178145803955006,0.271058357716274,1
"193","short_fast","R_biasadjusted","LowSigmaR","L10","N50","Selex_peak",100,-0.0122238095238095,0.024152380952381,1
"194","short_fast","R_biasadjusted","LowSigmaR","L10","N50","Selex_shape",100,-0.0160372549019607,0.0268843137254902,1
"195","short_fast","R_biasadjusted","LowSigmaR","L10","N50","SPR",100,-0.00850717690406781,0.138564773757011,1
"196","short_fast","R_biasadjusted","LowSigmaR","L10","N50","SSB",100,-0.00664137663209591,0.214676748736344,1
"197","short_fast","R_biasadjusted","LowSigmaR","L10","N50","SSB0",100,0.0135462316723476,0.0591579649768255,1
"198","short_fast","R_biasadjusted","LowSigmaR","L10","N50","SSBmsy",100,0.0158288964456933,0.0601649537629604,1
"199","short_fast","R_biasadjusted","LowSigmaR","L20","N50","Depletion",100,-0.0155600512597007,0.156012463156477,1
"200","short_fast","R_biasadjusted","LowSigmaR","L20","N50","F",100,0.0328171887366625,0.17487801471864,1
"201","short_fast","R_biasadjusted","LowSigmaR","L20","N50","Fmsy",100,0.00389154070538322,0.00630469371519496,1
"202","short_fast","R_biasadjusted","LowSigmaR","L20","N50","MSY",100,-0.000381865295068879,0.045484832544275,1
"203","short_fast","R_biasadjusted","LowSigmaR","L20","N50","Recruit",100,0.125642004084074,0.287381478357957,1
"204","short_fast","R_biasadjusted","LowSigmaR","L20","N50","Selex_peak",100,0.0221523809523809,0.029397619047619,1
"205","short_fast","R_biasadjusted","LowSigmaR","L20","N50","Selex_shape",100,0.0210176470588236,0.0266274509803923,1
"206","short_fast","R_biasadjusted","LowSigmaR","L20","N50","SPR",100,-0.0204342273307791,0.103179709523285,1
"207","short_fast","R_biasadjusted","LowSigmaR","L20","N50","SSB",100,-0.020802593067415,0.180033297565469,1
"208","short_fast","R_biasadjusted","LowSigmaR","L20","N50","SSB0",100,-0.000470026510847773,0.046003985644466,1
"209","short_fast","R_biasadjusted","LowSigmaR","L20","N50","SSBmsy",100,0.00145413785529805,0.045593280671327,1
"210","short_fast","R_biasadjusted","LowSigmaR","L75","N50","Depletion",100,-0.0352257677613057,0.166986616384966,1
"211","short_fast","R_biasadjusted","LowSigmaR","L75","N50","F",100,0.0702967938977806,0.18606359407549,1
"212","short_fast","R_biasadjusted","LowSigmaR","L75","N50","Fmsy",100,0.00157451604348971,0.0039810395120657,1
"213","short_fast","R_biasadjusted","LowSigmaR","L75","N50","MSY",100,-0.0342383151168001,0.0470434664016988,1
"214","short_fast","R_biasadjusted","LowSigmaR","L75","N50","Recruit",100,0.123865065719872,0.250669207527002,1
"215","short_fast","R_biasadjusted","LowSigmaR","L75","N50","Selex_peak",100,-0.000267857142857153,0.00950833333333329,1
"216","short_fast","R_biasadjusted","LowSigmaR","L75","N50","Selex_shape",100,-0.00145490196078418,0.0101362745098038,1
"217","short_fast","R_biasadjusted","LowSigmaR","L75","N50","SPR",100,-0.0384948305810114,0.105656702662285,1
