"year","catch","catch_se","l10","l12","l14","l16","l18","l20","l22","l24","l26","l28","l30","l32","l34","l36","l38","l40","l42","l44","l46","l48","l50","l52","l54","l56","l58","l60","l62","l64","l66","l68","l70","l72","iteration","SigmaR","LifeHistory","L","Samp","F","Rich"
57,2470.08,0.1,0,1,0,0,1,1,1,4,5,6,8,9,11,10,6,14,9,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
58,2354.16,0.1,0,0,0,0,2,2,4,3,6,8,10,11,8,9,11,5,4,3,4,4,4,0,0,1,0,1,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
59,2329.18,0.1,0,0,0,0,1,3,2,2,2,7,15,14,12,7,4,12,8,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
60,2338.97,0.1,0,0,0,3,1,2,5,2,5,3,12,16,17,9,3,5,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
61,2320.27,0.1,0,0,0,0,0,1,1,7,3,7,12,15,9,10,9,6,5,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
62,2186.94,0.1,1,0,0,0,1,0,2,2,5,7,9,12,10,11,7,11,6,3,1,2,5,2,1,1,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
63,2039.86,0.1,0,1,0,0,1,1,4,2,4,5,8,7,14,12,11,12,2,9,0,3,1,1,1,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
64,1914.56,0.1,0,0,0,0,2,6,6,5,6,8,6,7,7,9,9,4,7,8,4,2,2,1,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
65,1856.38,0.1,0,1,1,1,1,0,2,2,7,12,7,8,13,7,7,6,12,7,3,0,0,2,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
66,1834.76,0.1,0,0,0,0,1,1,0,0,7,5,11,14,13,18,9,7,4,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
67,1787.16,0.1,0,0,0,0,0,2,3,6,2,4,7,6,14,13,10,10,9,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
68,1703.11,0.1,0,1,0,0,0,2,2,2,4,4,6,6,7,12,12,9,10,5,6,6,1,1,4,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
69,1599.54,0.1,0,0,0,2,1,0,4,2,4,3,10,8,12,9,9,6,10,6,6,3,1,0,3,0,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
70,1508.12,0.1,0,0,0,0,0,2,8,4,6,2,6,8,5,6,15,8,10,4,6,2,4,2,2,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
71,1448.38,0.1,0,0,0,0,0,2,2,4,8,4,9,5,8,10,13,8,12,6,2,3,1,2,0,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
72,1388.45,0.1,0,0,0,0,1,3,0,1,3,3,6,13,16,12,7,6,10,8,5,2,1,1,0,2,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
73,1318.33,0.1,0,0,0,0,1,0,3,1,5,8,7,8,9,8,10,12,5,9,5,3,2,1,1,1,0,1,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
74,1273.09,0.1,0,1,0,0,3,2,0,3,6,11,5,12,7,3,11,8,8,5,6,2,2,1,2,1,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
75,1262.96,0.1,0,0,0,0,2,2,2,5,7,7,8,11,11,11,7,5,5,2,4,5,4,2,0,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
76,1270.02,0.1,0,1,0,0,1,0,1,4,9,10,6,10,7,16,7,7,3,5,3,4,5,0,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
77,1272.2,0.1,0,0,0,0,0,1,3,3,4,3,10,10,14,8,12,8,5,4,4,5,1,1,3,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
78,1258.7,0.1,0,0,1,0,1,1,0,4,2,6,8,6,11,7,15,9,9,7,3,4,5,0,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
79,1226.13,0.1,0,0,0,0,1,1,0,2,7,7,8,8,7,10,13,9,9,7,1,4,1,4,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
80,1166.43,0.1,0,1,0,0,0,1,4,2,2,3,7,9,14,9,10,6,9,8,6,5,0,1,3,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
81,1229.23,0.1,0,0,0,0,4,3,1,3,4,5,5,5,15,8,9,11,7,3,4,8,2,2,0,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
82,1311.18,0.1,0,0,0,0,0,1,3,3,4,4,4,9,7,8,8,9,7,7,7,8,3,5,0,2,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
83,1452.07,0.1,0,0,0,1,0,0,3,4,6,9,9,9,11,8,7,5,8,2,10,5,2,0,1,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
84,1624.71,0.1,0,0,0,0,1,1,0,1,5,4,6,13,14,11,6,10,5,5,2,8,4,2,1,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
85,1765.32,0.1,0,1,0,1,0,2,1,1,4,7,11,6,6,15,15,8,5,6,3,2,0,2,1,0,3,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
86,1846.7,0.1,0,0,0,0,0,2,4,2,2,3,5,7,8,9,16,10,14,7,6,2,2,0,0,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
87,1891.33,0.1,0,0,0,0,0,3,5,5,5,4,8,11,7,7,11,8,6,6,4,5,4,0,0,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
88,1932.61,0.1,0,0,0,0,3,1,1,3,4,6,4,5,11,6,7,8,8,11,9,3,4,3,3,0,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
89,1973.39,0.1,0,0,0,0,0,1,0,1,1,5,9,8,14,6,19,9,6,7,3,3,1,3,2,2,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
90,2001.22,0.1,0,0,0,0,0,2,1,2,3,2,5,6,11,8,7,12,11,7,4,4,7,4,2,1,0,0,1,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
91,2018.18,0.1,0,0,0,0,4,1,3,1,5,8,8,4,12,9,10,9,5,3,5,3,3,3,2,0,2,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
92,2044.79,0.1,0,1,0,0,0,0,3,7,5,4,8,6,10,10,6,4,8,10,5,4,3,1,1,2,1,0,1,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
93,2099.22,0.1,0,0,0,0,1,4,1,3,2,3,6,10,14,10,6,8,7,7,4,5,2,5,1,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
94,2176.33,0.1,0,0,0,0,0,1,1,4,3,3,8,8,16,8,8,10,6,4,6,2,6,4,0,1,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
95,2265.12,0.1,0,0,0,0,0,1,2,2,3,6,6,9,8,7,8,14,7,4,5,4,4,5,2,2,0,1,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
96,2350.65,0.1,0,0,0,0,0,2,2,2,3,2,4,10,9,14,6,6,9,4,7,5,7,3,1,3,0,1,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
97,2410.22,0.1,0,0,0,2,2,1,1,2,3,3,9,8,9,9,15,11,8,8,1,2,2,1,1,1,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
98,2430.18,0.1,0,0,0,0,1,0,1,3,2,5,3,4,6,9,12,15,10,7,6,6,4,2,2,1,0,0,1,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
99,2427.4,0.1,0,0,0,0,0,1,0,5,3,3,2,9,6,5,11,11,5,9,11,6,8,2,2,1,0,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
100,2417.66,0.1,0,0,0,0,0,0,0,0,3,4,10,7,8,7,6,14,10,5,6,9,4,3,2,1,1,0,0,0,0,0,0,0,18,"LowSigmaR","shs","L75","N100","F1",FALSE
1,82.8877,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
2,96.5579,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
3,110.241,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
4,124.23,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
5,138.664,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
6,152.656,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
7,165.193,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
8,176.541,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
9,187.473,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
10,198.961,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
11,212.207,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
12,227.435,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
13,243.666,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
14,259.482,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
15,274.16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
16,287.232,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
17,297.534,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
18,304.522,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
19,309.722,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
20,315.433,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
21,322.907,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
22,331.794,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
23,340.522,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
24,347.996,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
25,354.686,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"LowSigmaR","shs","L75","N100","F1",FALSE
26,350.619,0.1,0,0,0,0,1,3,2,1,3,7,1,5,3,4,15,7,8,7,6,6,6,4,8,3,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
27,815.202,0.1,0,0,0,0,0,0,0,1,3,5,5,6,8,11,2,8,9,6,10,10,6,6,0,2,1,0,0,0,1,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
28,1266.26,0.1,0,0,0,0,1,0,1,2,1,5,7,4,9,11,5,4,8,11,5,4,5,9,1,3,2,2,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
29,1682.08,0.1,0,0,0,0,2,0,0,1,1,1,6,4,6,12,10,12,9,3,4,10,9,3,2,0,1,2,1,1,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
30,2036.08,0.1,0,0,0,0,2,1,1,1,0,3,1,5,5,8,11,7,6,4,14,11,6,4,2,4,2,1,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
31,2335.95,0.1,0,0,0,0,1,0,1,3,1,2,2,4,7,11,6,12,5,12,8,10,5,5,1,0,1,0,2,0,1,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
32,2621.67,0.1,0,0,1,0,0,0,1,5,0,8,4,4,5,3,6,10,7,11,8,6,6,6,5,1,2,0,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
33,2896.75,0.1,0,0,0,0,0,0,1,2,2,6,3,11,7,13,3,9,3,9,5,6,3,6,3,3,3,1,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
34,3125.79,0.1,1,0,0,0,1,1,1,5,3,2,7,8,11,13,8,10,4,4,6,6,2,1,4,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
35,3304.24,0.1,0,0,0,0,1,1,1,3,5,4,1,7,3,9,10,12,8,15,4,6,2,2,3,1,1,1,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
36,3458.47,0.1,0,0,0,2,2,3,2,0,2,2,8,7,10,5,10,8,6,8,6,8,3,3,2,0,2,1,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
37,3598.33,0.1,0,1,0,1,0,2,0,0,3,5,4,5,15,9,10,10,7,6,3,5,5,3,1,1,2,2,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
38,3714.99,0.1,0,0,0,0,0,0,2,3,5,8,6,7,8,7,8,8,5,8,6,5,5,2,2,4,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
39,3797.12,0.1,0,0,0,0,0,0,1,1,0,6,9,3,9,16,6,10,7,10,5,7,6,1,2,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
40,3820.17,0.1,0,0,0,0,1,2,0,2,5,5,8,6,6,13,10,7,9,3,8,3,4,5,3,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
41,3769.66,0.1,1,0,0,0,3,1,1,2,1,4,2,7,7,8,13,9,11,10,5,2,1,5,3,0,2,1,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
42,3676.52,0.1,0,2,0,0,0,0,1,3,5,7,5,8,7,8,5,11,4,8,11,0,6,6,2,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
43,3598.36,0.1,0,0,0,0,1,4,0,3,3,9,9,8,9,10,7,3,6,9,7,2,6,3,1,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
44,3582.91,0.1,0,0,1,0,0,1,3,2,10,1,4,6,10,8,10,12,6,7,5,5,3,1,2,1,0,1,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
45,3673.6,0.1,0,0,0,0,1,2,3,4,6,3,6,8,7,9,9,5,5,7,8,5,6,4,2,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
46,3862.8,0.1,0,0,0,0,0,1,3,4,6,10,12,15,8,13,4,6,5,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
47,4017.42,0.1,0,0,0,0,0,2,0,1,3,4,6,22,8,13,10,5,6,8,3,1,3,2,1,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
48,3994.4,0.1,0,0,0,0,0,1,3,4,2,3,5,5,3,10,14,18,6,5,9,4,3,1,1,2,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
49,3794.39,0.1,0,0,0,1,0,0,2,0,8,2,8,7,11,8,17,12,4,8,2,1,1,1,4,1,1,1,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
50,3535.8,0.1,0,0,0,0,3,2,1,2,3,9,7,3,7,10,14,8,10,8,5,3,2,2,1,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
51,3366.45,0.1,0,0,0,0,2,2,3,4,10,5,6,7,8,11,8,9,8,8,2,2,3,1,0,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
52,3343.07,0.1,0,0,1,0,0,1,1,2,7,9,5,11,11,7,9,8,7,3,4,5,5,1,3,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
53,3329.76,0.1,0,0,1,1,2,0,2,2,4,5,8,13,10,15,8,10,6,5,1,4,0,0,1,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
54,3188.22,0.1,0,0,0,0,1,1,1,2,6,1,11,6,5,12,20,9,9,5,2,3,3,1,1,0,0,0,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
55,2975.66,0.1,0,0,0,1,5,2,2,5,3,2,3,8,7,13,10,8,14,5,6,2,3,0,0,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
56,2744.63,0.1,0,0,0,0,1,1,4,7,10,11,8,4,7,6,9,9,6,7,4,2,3,1,0,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
57,2623.62,0.1,0,0,0,0,1,1,1,3,5,8,10,6,17,13,11,5,3,3,4,3,2,1,1,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
58,2521.66,0.1,0,0,0,0,1,2,3,5,4,5,11,8,8,7,10,11,11,3,1,5,2,1,0,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
59,2403.28,0.1,0,0,1,0,1,0,1,5,7,8,6,4,16,14,12,6,6,4,4,0,1,2,0,0,0,1,0,0,1,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
60,2317.34,0.1,0,0,0,2,5,2,0,4,5,2,8,12,16,6,7,5,5,6,5,3,5,0,1,0,0,1,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
61,2312.79,0.1,0,0,0,0,2,3,2,7,13,7,9,3,10,4,11,7,7,5,4,3,1,1,0,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
62,2277.19,0.1,0,0,0,0,0,1,1,1,3,12,10,12,11,9,14,6,5,5,4,1,3,1,1,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
63,2216.2,0.1,0,0,1,0,1,1,1,3,4,6,9,6,9,16,19,11,5,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
64,2108.46,0.1,0,0,0,0,0,1,1,3,4,10,11,13,10,8,11,5,8,8,2,1,3,0,1,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
65,1979.6,0.1,0,1,1,1,0,0,2,2,4,6,2,8,11,10,9,6,15,6,6,5,3,2,0,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
66,1836.43,0.1,0,0,0,0,1,3,3,2,2,2,6,10,13,11,14,11,10,2,3,3,0,2,1,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
67,1703.02,0.1,0,0,0,1,0,5,1,8,6,2,5,9,11,10,9,6,6,4,4,5,3,1,2,2,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
68,1610.73,0.1,0,0,0,0,0,0,0,0,10,6,4,15,10,11,7,13,7,7,3,2,1,2,1,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
69,1549.16,0.1,0,0,0,1,0,1,2,3,4,2,10,19,9,11,4,8,8,3,3,7,1,2,2,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
70,1495.33,0.1,0,0,0,0,0,0,0,3,6,7,13,11,13,14,5,7,2,4,5,5,2,3,0,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
71,1438.31,0.1,0,0,0,0,1,1,0,4,5,7,8,7,13,6,10,10,6,6,7,5,2,0,0,0,0,1,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
72,1369.09,0.1,0,0,1,0,0,0,1,3,4,2,8,3,11,16,14,10,8,4,4,5,1,4,0,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
73,1289.94,0.1,0,0,0,0,2,1,1,6,4,4,9,8,6,10,12,13,4,9,4,0,4,1,1,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
74,1219.08,0.1,0,0,0,0,2,1,1,3,5,6,6,11,10,9,10,11,8,6,5,3,2,0,0,1,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
75,1177.87,0.1,0,0,0,2,4,4,5,1,5,5,5,8,11,13,10,4,7,3,8,1,1,0,1,2,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
76,1181.95,0.1,0,2,0,1,0,3,3,4,4,7,10,9,8,6,11,7,8,3,6,3,1,1,1,1,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
77,1218.46,0.1,0,0,0,0,0,3,2,4,6,3,11,7,12,11,6,9,3,9,4,4,3,1,1,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
78,1244.56,0.1,0,0,0,0,0,2,2,0,4,9,9,11,10,9,11,11,6,6,4,0,2,1,3,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
79,1231.41,0.1,0,0,0,0,0,1,1,6,3,4,5,10,12,16,9,9,5,6,5,4,3,0,0,0,1,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
80,1182.79,0.1,0,0,0,1,1,1,3,4,5,5,4,14,7,9,12,8,4,6,9,3,3,0,0,0,0,1,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
81,1263.47,0.1,0,0,0,0,0,0,0,1,6,5,6,6,7,7,9,11,14,7,9,2,3,2,2,1,1,0,1,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
82,1341.09,0.1,0,0,0,0,1,1,1,4,4,5,5,9,5,17,14,9,4,7,5,3,3,2,1,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
83,1421.37,0.1,0,0,0,0,0,0,2,4,5,3,8,7,8,5,15,11,8,7,5,4,5,0,3,0,0,0,0,0,0,0,0,0,19,"LowSigmaR","shs","L75","N100","F1",FALSE
